FAMILY,AUTHOR,GENUS,AUTHOR,SCIENTIFIC NAME,YEAR,SYNONYMS,LOCAL NAMES,ENGLISH NAME,FLOWER,,SEED,,HABITAT,ORIGIN,STATUS IN BENGAL,USES,DISTRIBUTION IN BENGAL,BIBLIOGRAPHY
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea eriocarpa R.Br.,1810,Convolvulus eriocarpus (R. Br.) Spreng.; Convolvulus hispidus Vahl; Convolvulus sessiliflorus (Roth) Spreng.; Ipomoea horsefieldiana Miq.; Ipomoea ligulata Bojer; Ipomoea sessiliflora Roth; Ipomoea sindica Stapf; Jacquemontia thomensis Henriq.,????????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 191
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea fistulosa Mart. ex Choisy,1845,No synonyms found,"??????? (?) (Mollah et al., 2005; Tabassum, 2015)",Pink Morning Glory,All,All,All,All,Wetland,Africa,Wild,Unknown,"Bangladesh (Gazi, Mani, Rajs)",Mollah et al. (2005). p 30; Pasha & Uddin (2013). p 191; Rahman (2013a). p 109; Tabassum (2015). p 364
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea hederifolia L.,1759,Convolvulus coccineus var. hederifolius (L.) Kuntze; Convolvulus hederifolius (L.) Spreng.; Doxema sanguinea (Vahl) Raf.; Ipomoea coccinea var. hederifolia (L.) A. Gray; Mina hederifolia (L.) Bello; Quamoclit coccinea var. hederifolia (L.) House; Quamoclit hederifolia (L.) G. Don,"????????, ????????, ??????????? (????), ??? ???????????? (????)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 191
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea illustris Prain (unresolved),1903,,????? ????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 191
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea indica (Burm.) Merr.,1917,Convolvulus acuminatus Vahl; Convolvulus indicus Burm.; Convolvulus portoricensis Spreng.; Ipomoea acuminata (Vahl) Roem. & Schult.; Ipomoea portoricensis (Spreng.) G. Don; Parasitipomoea formosana Hayata; Pharbitis acuminata (Vahl) Choisy; Pharbitis indica (Burm.) R.C. Fang; ,"???????????? (?????, ?????), ???? ????, ????????????, ???????, ????? ????, ??????????",,Unknown,Unknown,Unknown,Unknown,,South America,Wild,Unknown,Bangladesh (Dhak),Pasha & Uddin (2013). p 191; ????? (?????). ?? ???
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea lacunosa L.,1753,Ipomoea lacunosa f. lacunosa,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Dhak),N.A
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea littoralis Blume,1825,,???????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 191
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea lobata (Cerv.) Thell.,1919,Convolvulus mina Kuntze; Ipomoea mina Voss; Mina cordata Micheli; Mina lobata Cerv.; Quamoclit lobata (Cerv.) House; Quamoclit pallescens Brongn. ex Neumann,"???? ???????; ?????, ????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Dhak),????? (?????). ?? ???
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea marginata (Desr.) Verdc.,1987,Convolvulus marginatus Desr.; Convolvulus verrucosus (Blume) D. Dietr.; Ipomoea sepiaria Koenig ex Roxb.; Ipomoea subtrilobans Miq.; Ipomoea verrucosa Blume,"?????? (??????) (?????, ?????), ????????",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,"Bangladesh (Dhak, Khul)",Pasha & Uddin (2013). p 191; ????? (?????). ?? ??
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea mauritiana Jacq.,1790,Batatas paniculata (L.) Choisy; Convolvulus paniculatus L.,"????????? (??????, ?????, ?????), ????????? (Pasha & Uddin, 2013), ??????????? (Pasha & Uddin, 2013), ????? ??? (Pasha & Uddin, 2013), ???????? (Pasha & Uddin, 2013)",,6,8,8,10,,Native,Wild,Unknown,Bangladesh (Dhak),Pasha & Uddin (2013). p 191; ????? (?????). ?? ??
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea maxima Don ex Sweet,1830,,?? ????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 191
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea nil (L.) Roth,1797,Batatas setosa (Ker Gawl.) Lindl.; Calonyction pavonii (Choisy) Hallier f.; Convolvulus nil L.; Gomphipus setosus (Ker Gawl.) Raf.; Ipomoea setosa Ker Gawl.; Pharbitis nil (L.) Choisy,"???????, ????????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Gazi),Pasha & Uddin (2013). p 191; Tabassum (2015). p 364
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea obscura (L.) Ker Gawl.,1817,Convolvulus obscurus L.; Convolvulus ochraceus Lindl.; Convolvulus trichocalyx Schumach. & Thonn.; Ipomoea demissa Hallier f.; Ipomoea fragilis Choisy; Ipomoea insuavis Blume; Ipomoea kentrocarpa Hochst. ex A. Rich.,????????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Dhak),Pasha & Uddin (2013). p 191
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea ochracea (Lindl.) G. Don,1837,,"???????????? (????), ???? ???????????? (?) (????)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,N.A
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea pes-caprae (L.) R. Br.,1818,Convolvulus bilobatus Roxb.; Convolvulus brasiliensis L.; Convolvulus pes-caprae L.; Ipomoea biloba Forssk.; Ipomoea brasiliensis (L.) Sweet; Ipomoea maritima R. Br.; Latrienda brasiliensis (L.) Raf.,"???????, ????????, ???????, ?????????, ????????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,"Bangladesh (Sain, Sunb)",Pasha & Uddin (2013). p 191
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea pes-tigridis L.,1753,Convolvulus pes-tigridis (L.) Spreng.; Ipomoea capitellata Choisy; Ipomoea hepaticifolia L.; Ipomoea pes-tigridis var. africana Hallier f.; Ipomoea pes-tigridis var. pes-tigridis,"??????????, ??????????? (Tabassum, 2015), ??????, ???????????? (?????????), ??????????? (????)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,"Bangladesh (Dina, Gazi)",Pasha & Uddin (2013). p 191; Tabassum (2015). p 365
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea pileata Roxb.,1824,,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 191
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea pulchella Roth,1821,Convolvulus heptaphyllus Rottler & Willd.,"?????? (Mollah et al., 2005)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Mani),Mollah et al. (2005). p 35
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea purpurea (L.) Roth,1787,Ipomoea diversifolia Lindl.; Ipomoea glandulifera Ruiz & Pav.; Ipomoea hirsutula J. Jacq.; Ipomoea purpurea var. diversifolia (Lindl.) O'Donell; Pharbitis diversifolius Lindl.; Pharbitis nil var. diversifolia (Lindl.) Choisy; Pharbitis purpurea Asch. in Schweinf.,"?????? ????, ??? ???????????? (????)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 192
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea quamoclit L.,1753,Convolvulus pennatifolius Salisb.; Convolvulus pennatus Desr.; Convolvulus quamoclit (L.) Spreng.; Quamoclit pennata (Desr.) Bojer; Quamoclit vulgaris Choisy; Quamoclit vulgaris var. albiflora G. Don,"??????? (???????????) (?????, ?????), ??????? (?????, ?????), ???????? (?????, ?????), ??????, ??????, ??????????",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,"Bangladesh (Dhk, Gazi, Khul)","Pasha & Uddin (2013). p 192; ????? (?????). ?? ???, ???; Tabassum (2015). p 365"
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea rubens Choisy,1834,,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 192
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea rubriflora O'Donell,1959,,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 192
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea salicifolia Roxb. (unresolved),1832,,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 192
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea soluta Kerr,1941,,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 192
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea staphylina Roem. & Schult. (unresolved),1819,,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 192
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea tiliacea (Willd.) Choisy,1845,Convolvulus fastigatus Roxb.; Convolvulus tiliaceus Willd.; Ipomoea fastigiata (Roxb.) Sweet,????????? ????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Khul),N.A
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea trichosperma Blume (unresolved),1826,,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 192
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea tricolor Cav.,1794,,??????? ????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 192
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea triloba L.,1753,Batatas triloba (L.) Choisy; Convolvulus heterophyllus Sessé & Moc.; Convolvulus trilobus (L.) Desr.; Ipomoea blancoi Choisy; Ipomoea eustachiana Jacq.; Ipomoea galapagensis Andersson; Ipomoea triloba var. quinquefolia Kuntze,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Khul),N.A
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea turbinata Lag. (unresolved),1816,No synonyms found,????????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Khul),Pasha & Uddin (2013). p 192
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea violacea L.,1753,,?????? ???? (?),,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 192
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea Wetlanda Forssk.,1775,Ipomoea natans Dinter & Suess.; Ipomoea repens Roth; Ipomoea reptans Poir.; Ipomoea sagittifolia Hochr.; Ipomoea subdentata Miq.,"??????, ??? ????????????",,Unknown,Unknown,Unknown,Unknown,Wetland,Native,Wild,Unknown,Bangladesh (All Zones),Khan & Halim (1987). p 15
Convolvulaceae,Juss.,Ipomoea,L.,Ipomoea wightii (Wall.) Choisy,1834,,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 192
Iridaceae,Juss.,Iris,L.,Iris domestica (L.) Goldblatt & Mabb.,2005,Belamcanda chinensis (L.) DC.; Epidendrum domesticum L.; Ferraria crocea Salisb.; Gemmingia chinensis (L.) Kuntze; Ixia chinensis L.; Moraea chinensis (L.) Thunb.; Pardanthus chinensis (L.) Ker Gawl.; Pardanthus sinensis Van Houtte; Vanilla domestica (L.) Druce,"??????? ???????? (?????, ?????)",,Unknown,Unknown,Unknown,Unknown,,China,Cultivated,Ornament,Bangladesh (Dhak),????? (?????). ?? ???
Meruliaceae,Rea,Irpex ,Fr.,Irpex lacteus (Fr.) Fr.,1828,Boletus tulipiferae Schwein.; Coriolus lacteus (Fr.) Pat.; Daedalea diabolica Speg.; Hirschioporus lacteus (Fr.) Teng; Hydnum lacteum (Fr.) Fr.; Irpiciporus lacteus (Fr.) Murrill; Sistotrema lacteum Fr.; Steccherinum lacteum (Fr.) Krieglst.; Trametes lactea (Fr.) Pilát; Xylodon lacteus (Fr.) Kuntze,???????,,0,0,0,0,,Native,Wild,Unknown,West Bengal (Nadi),Prankrishna Debnath (Oct 2017)
Asteraceae,Bercht. & J.Presl,Ismelia,Cass.,Ismelia carinata (Schousb.) Sch.Bip.,1844,Chrysanthemum assakae Caball.; Chrysanthemum carinatum Schousb.; Chrysanthemum carinatum var. chrysoporphyreum Maire & al.; Glebionis carinata (Schousb.) Tzvelev; Ismelia versicolor Cass.,"???????? ????????????? (??? ? ?????, ????)",,11,1,12,2,,Morocco,Cultivated,Ornament,West Bengal (All Zones),??? ? ????? (????). ?? ???
Iteaceae,J.Agardh,Itea,L.,Itea macrophylla Wall.,1824,Itea maesifolia Elmer; Itea puberula W. G. Craib; Kurrimia macrophylla (Wall.) Wall. ex Meisn.,"????? (??? ? ????????, ????), ??????? (??? ? ????????, ????)",,4,6,5,7,,Native,Wild,Unknown,"West Bengal (Darj, Jalp)",??? ? ???????? (????). ?? ???
Rubiaceae,Juss.,Ixora,L.,Ixora acuminata Roxb. (unresolved),1820,No synonyms found,"???????? (??? ? ?????, ????)",,5,9,6,10,,Native,Wild,Dye; Medicine; Ornament,"West Bengal (Darj, Jalp)",??? ? ????? (????). ?? ???
Rubiaceae,Juss.,Ixora,L.,Ixora alba L.,1753,Ixora loureiroi G.Don,"???? ????? (?), ????? ????? (?)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Dhak),
Rubiaceae,Juss.,Ixora,L.,Ixora athroantha Bremek.,1959,Ixora atthroantha Bremek.,"?? ???????? (??? ? ?????, ????)",,4,6,5,7,,Native,Wild,Unknown,West Bengal (Darj),??? ? ????? (????). ?? ???
Rubiaceae,Juss.,Ixora,L.,Ixora balakrishnii Deb & Rout,1992,Ixora roxburghii N.P.Balakr.; Ixora villosa Roxb.; Ixora villosa var. chevalieri Pit.,?????????? (??????),,4,6,5,7,,Native,Wild,Unknown,"West Bengal (Darj, Jalp)",??? ? ????? (????). ?? ???
Rubiaceae,Juss.,Ixora,L.,Ixora chinensis Lam.,1789,"Bemsetia paniculata Raf.; Ixora coccinea Curtis; Ixora stricta Roxb.; Pavetta chinensis (Lam.) Roem. & Schult.; Pavetta stricta (Roxb.) Blume; Sykesia hongkongensis (Seem.) Kuntze; Tsiangia hongkongensis (Seem.) But, H.H.Hsue & P.T.Li  ","???? ????? (?????, ?????), ??? ??? ????? (??? ? ?????, ????)",,All,All,All,All,,China,Cultivated,Medicine; Ornament,Bangladesh (Gazi); West Bengal (All Zones),??? ? ????? (????). ?? ???; ????? (?????). ?? ???; Tabassum (2015). p 430
Rubiaceae,Juss.,Ixora,L.,Ixora coccinea L.,1753,Ixora bandhuca Roxb.; Ixora incarnata (Blume) DC.;  Ixora lutea Hutch.; Ixora montana Lour.; Ixora obovata B.Heyne ex Roth; Ixora propinqua R.Br. ex G.Don; Ixora purpurea Fisch. ex Loudon; Pavetta coccinea (L.) Blume; Pavetta incarnata Blume; Pavetta rubra Noronha,"????? (?????, ?????), ??? ????? (?????, ?????), ?????? ??? ????? (??? ? ?????, ????), ???????? (??? ? ?????, ????), ???? (??? ? ?????, ????)",,All,All,All,All,,Native,Cultivated,Medicine; Ornament,"Bangladesh (Dhak, Rajs); West Bengal (All Zones)","??? ? ????? (????). ?? ???; Rahman (2013a). p 109; ????? (?????). ?? ???, ???"
Rubiaceae,Juss.,Ixora,L.,Ixora cuneifolia Roxb.,1820,,"??????, ??????, ???? ??? (???), ?????? (???), ????????????? (???), ??????? (???), ????? ????? (????)",,3,6,4,7,,Native,Wild,Unknown,"Bangladesh (Band, Chit, Dhak, Gazi, Tang)",Motaleb et al. (2013). p 103; Tabassum (2015). p 430
Rubiaceae,Juss.,Ixora,L.,Ixora finlaysoniana Wall. ex G.Don,1834,,"???? ????? (?), ?????????? (?)",,All,All,All,All,,Native,Cultivated,Ornament,Bangladesh (Gazi),Tabassum (2015). p 431
Rubiaceae,Juss.,Ixora,L.,Ixora javanica (Blume) DC.,1830,Ixora amara Steud.; Ixora amoena Wall. ex G.Don; Ixora cyathosperma Wall.; Ixora mutabilis Reinw. ex Miq.; Ixora stricta var. amoena (Wall. ex G.Don) Ridl.; Pavetta javanica Blume,"?? ??? ????? (??? ? ?????, ????)",,2,4,3,5,,Native,Cultivated,Ornament,West Bengal (All Zones),??? ? ????? (????). ?? ???
Rubiaceae,Juss.,Ixora,L.,Ixora nematopoda K.Schum.,1903,Ixora rosea K.Schum.,"?????? ????? (?????, ?????)",,Unknown,Unknown,Unknown,Unknown,,Native,Cultivated,Ornament,Bangladesh (Dhak),????? (?????). ?? ???
Rubiaceae,Juss.,Ixora,L.,Ixora nigricans R.Br. ex Wight & Arn.,1834,Ixora affinis Wall. ex Craib; Ixora arguta (Hook.f.) King & Gamble; Ixora densa R.Br. ex Wall.; Ixora erubescens Wall. ex G.Don; Ixora memecylifolia Kurz; Ixora plumea Ridl.; Pavetta erubescens (Wall. ex G.Don) Miq.,???? ?????,,All,All,All,All,,Native,Wild,Medicine,West Bengal (Jalp),??? ? ????? (????). ?? ???
Rubiaceae,Juss.,Ixora,L.,Ixora parviflora Lam.,1791,Eugenia violacea Lam.; Froelichia uniflora Spreng.; Ixora mauritiana Bojer; Ixora micrantha Roem. & Schult.; Myonima latifolia Bojer; Myonima multiflora A.Rich. ex DC.; Myonima parviflora (Lam.) K.Schum.; Myonima violacea (Lam.) Verdc.; Myrtus androsaemoides Poir.; Myrtus violacea (Lam.) Spreng.,"????????? (??????) (?????, ?????)",,Unknown,Unknown,Unknown,Unknown,,Native,Cultivated,Ornament,Bangladesh (Dhak),????? (?????). ?? ??
Rubiaceae,Juss.,Ixora,L.,Ixora pavetta Andr.,1799,Ixora arborea Roxb. ex Sm.; Ixora decipiens DC.; Ixora parviflora Vahl; Ixora parviflora var. zeylanica Hook.f.,"????? ????? (??? ? ?????, ????), ???? ????? (?) (??? ? ?????, ????; ?????, ?????), ?????????? (?) (??? ? ?????, ????)",,3,5,4,6,,Native,Wild,Medicine; Timber,"Bangladesh (AERE, Dhak, Gazi); West Bengal (All Zones)",??? ? ????? (????). ?? ???; ????? (?????). ?? ???; Tabassum (2015). p 431
Rubiaceae,Juss.,Ixora,L.,Ixora singaporensis hort. (unresolved),1957,No synonyms found,"?????????? ????? (?????, ?????)",,Unknown,Unknown,Unknown,Unknown,,Singapore,Cultivated,Ornament,Bangladesh (Dhak),????? (?????). ?? ???
Rubiaceae,Juss.,Ixora,L.,Ixora undulata Roxb.,1820,Ixora canjia Wall.; Ixora conjia Buch.-Ham. ex Steud.,"??????? (??? ? ?????, ????; ?????, ?????; ?????, ?????), ?????? (??? ? ?????, ????), ????????, ?????? ???",,4,6,5,7,,Native,Wild,Medicine,"Bangladesh (Dhak, Gazi); West Bengal (Darj)",??? ? ????? (????). ?? ???; ????? (?????). ?? ???; ????? (?????). ?? ???; Tabassum (2015). p 432
Bignoniaceae,Juss.,Jacaranda,Juss.,Jacaranda acutifolia Bonpl.,1808,No synonyms found,"???????????? (?) (?????, ?????)",,Unknown,Unknown,Unknown,Unknown,,Central America,Cultivated,Ornament,Bangladesh (Dhak),????? (?????). ?? ???
Bignoniaceae,Juss.,Jacaranda,Juss.,Jacaranda mimosifolia D. Don,1822,Jacaranda chelonia Griseb.; Jacaranda ovalifolia R.Br.,"???????????? (?) (?????, ?????; Rahman, 2013a), ?????? (??????), ???????? (??????), ??? ???????",,4,5,5,6,,Brazil,Cultivated,Ornament,"Bangladesh (Dhak, Rajs)","Rahman (2013a). p 109; ????? (?????). ?? ???, ???"
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum abyssinicum Hochst. ex DC.,1844,,????????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,N.A
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum adenophyllum Wall. ex C.B.Clarke,1882,,"????????? ????, ??????? ????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,N.A
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum angustifolium (L.) Willd.,1797,Jasminum triflorum (Burm.f.) Pers.; Jasminum vimineum (Retz.) Willd.; Mogorium triflorum (Burm.f.) Lam.; Mogorium vimineum (Retz.) Lam.; Nyctanthes angustifolia L.; Nyctanthes triflora Burm.f.; Nyctanthes viminea Retz.,"??????? (????????????, ?????, ?????; ????? ?????)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Dhak),????? (?????). ?? ???; ????? (?????). ?? ???
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum attenuatum Roxb. ex DC.,1844,Jasminum banlanense P.Y.Pai; Jasminum robustifolium Kobuski  ,???????? (??????),,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 194
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum auriculatum Vahl,1794,Jasminum affine Wight; Jasminum auriculatum var. glabrior Haines; Jasminum mucronatum Rchb. ex Baker; Jasminum ovalifolium Wight; Jasminum trifoliatum (Lam.) Pers.; Mogorium trifoliatum Lam.,"???? (Pasha & Uddin, 2013; ?????, ?????), ???? (Pasha & Uddin, 2013; ?????, ?????), ?????? (???????) (?????, ?????), ????????",,Unknown,Unknown,Unknown,Unknown,Unknown,Native,Cultivated,Ornament,"Bangladesh (Dhak, Jess, Gazi)","Pasha & Uddin (2013). p 194; ????? (?????). ?? ???, ???; ????? (?????). ?? ??; Tabassum (2015). p 394"
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum beesianum Forrest & Diels,1912,,???????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,N.A
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum coarctatum Roxb.,1820,Jasminum bracteatum Wall.; Jasminum exsertum Buch.-Ham. ex Wall.; Jasminum hirsutum Wall.; Jasminum latifolium Buch.-Ham. ex Wall.; Jasminum reticulatum Wall. & G.Don; Jasminum rigidum Thwaites; Jasminum rottlerianum Wall. ex DC.,"????????? (??????), ????? ?????? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,"Ornament, Perfume",Bangladesh,Pasha & Uddin (2013). p 194
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum dichotomum Vahl,1804,,?????? ????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,N.A
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum grandiflorum L.,1762,Jasminum aureum D. Don; Jasminum catalonicum DC.; Jasminum grandiflorum var. plenum Voigt; Jasminum hispanicum DC.; Jasminum officinale f. grandiflorum (L.) Kobuski; Jasminum officinale var. grandiflorum (L.) Stokes; Jasminum officinale subsp. grandiflorum (L.) E.Laguna  ,"?????? (?????, ?????), ????? (???????) (?????, ?????), ????????",,6,10,7,11,,Native,Cultivated,Ornament,"Bangladesh (Dhak, Gazi)","????? (?????). ?? ???, ???; ????? (?????). ?? ??, ???; Tabassum (2015). p 395"
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum humile L.,1753,Jasminum chrysanthemum Roxb.; Jasminum flavum Sieber ex DC.; Jasminum inodorum Jacquem. ex Decne.; Jasminum italicum Dippel; Jasminum mairei H.Lév.; Jasminum pubigerum D. Don; Jasminum revolutum Sims; Jasminum wallichianum Lindl.; Jasminum wallichii Jacques,"???????????? (?????, ?????)",,Unknown,Unknown,Unknown,Unknown,,Nepal,Cultivated,Ornament,Bangladesh (Dhak),????? (?????). ?? ???
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum lanceolaria Roxb.,1820,Fagara volubilis E.Pritz. ex Diels; Jasminum discolor Franch.; Jasminum dunnianum H.Lév.; Jasminum lanceifolium Roxb.; Jasminum lonchophyllum Voigt; Jasminum pachyphyllum Hemsl.; Jasminum paniculatum Roxb.; Jasminum shimadae Hayata; Jasminum superfluum Koidz.,"???????? ?????? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 194
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum laurifolium Roxb. ex Hornem.,1819,Jasminum angustifolium var. laurifolium (Roxb. ex Hornem.) Ker Gawl.  ,"??? ?????? (Pasha & Uddin, 2013), ??????, ?????? ????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,"Ornament, Perfume",Bangladesh,Pasha & Uddin (2013). p 194
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum listeri King ex Gage,1901,No synonyms found,"?????? ?????? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 194
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum mesnyi Hance,1882,,?????? ????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,N.A
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum multiflorum (Burm.f.) Andrews,1807,Jasminum congestum Buch.-Ham. ex Wall.; Jasminum gracillimum Hook.f.; Jasminum pubescens (Retz.) Willd.; Mogorium multiflorum (Burm.f.) Lam.; Mogorium pubescens (Retz.) Lam.; Nyctanthes multiflora Burm.f.; Nyctanthes pubescens Retz.,"??????? (???????????, ?????, ?????), ????? (?????, ?????; Pasha & Uddin, 2013), ???????? (Pasha & Uddin, 2013), ?????? (Pasha & Uddin, 2013), ??????????, ??????????, ????????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Cultivated,Ornament,Bangladesh (Dhak),"Pasha & Uddin (2013). p 194; ????? (?????). ?? ???, ???; ???"
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum nervosum Lour.,1790,Jasminum anastomosans Wall. ex DC.; Jasminum anastomosans Wall. ex A. DC.; Jasminum finlaysonianum Wall. & G.Don; Jasminum lindleyanum Blume; Jasminum silhetense Blume; Jasminum stenopetalum Lindl.; Jasminum subtriplinerve Blume; Jasminum trinerve Roxb.; Jasminum trineuron Kobuski,"?????? ??? (Pasha & Uddin, 2013), ??????? (??????)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,"Ornament, Perfume",Bangladesh,Pasha & Uddin (2013). p 194
Oleaceae,Hoffmanns. & Link,Jasminum,L.,Jasminum nudiflorum Lindl.,1846,,???????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,N.A
