FAMILY,AUTHOR,GENUS,AUTHOR,SCIENTIFIC NAME,YEAR,SYNONYMS,LOCAL NAMES,ENGLISH NAME,FLOWER,,SEED,,HABITAT,ORIGIN,STATUS IN BENGAL,USES,DISTRIBUTION IN BENGAL,BIBLIOGRAPHY
Convolvulaceae,Juss.,Calystegia,R.Br.,Calystegia hederacea Wall.,1824,Calystegia abyssinica Engl.; Calystegia acetosifolia (Turcz.) Turcz.; Calystegia hederacea var. elongata Liou & Ling; Convolvulus acetosifolius Turcz.; Convolvulus calystegioides Choisy; Convolvulus wallichianus Spreng.; Volvulus hederaceus (Wall.) Kuntze,"??????, ??????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 106
Convolvulaceae,Juss.,Calystegia,R.Br.,Calystegia silvatica subsp. fraterniflora (Mack. & Bush) Brummitt,1981,Calystegia fraterniflora (Mack. & Bush) Brummitt; Convolvulus fraterniflorus (Mack. & Bush) Mack. & Bush,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Pabn),Rajandra Bhowmik (22 Jan 2018)
Theaceae,D.Don,Camellia,L.,Camellia japonica L.,1753,Camellia bonnardi Berl.; Camellia bonnardii Berl. ex Lem.; Camellia hozanensis (Hayata) Hayata; Camellia nakaii (Hayata) Hayata; Camellia planipetala Lem.; Camellia tuckiana auct.; Camellia wabiske (Makino) Kitam.; Kemelia japonica (L.) Raf.; Thea camellia Hoffmanns.; Thea japonica (L.) Baill.; Thea nakaii Hayata,"?????????? (???????????) (?????, ?????), ?????? ?????????? (???, ????), ????? ??????????",,4,7,8,10,,"China, Japan",Cultivated,Ornament,Bangladesh (Dhak); West Bengal,"??? (????). ?? ???; ????? (?????). ?? ???, ???"
Theaceae,D.Don,Camellia,L.,Camellia kissii Wall.,1820,Camellia caduca C.B.Clarke ex Brandis; Camellia chamgota Buch.-Ham. ex Wall.; Camellia keina Buch.-Ham. ex D.Don; Camellia mastersia Griff.; Camellia simplicifolia Griff.; Camellia symplocifolia Griff.; Thea bachmaensis Gagnep.; Thea brachystemon Gagnep.; Theopsis euonymifolia Hu,"???????? (???, ????), ?????? (???, ????)",,1,7,3,9,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Theaceae,D.Don,Camellia,L.,Camellia sinensis (L.) Kuntze,1887,Camellia arborescens Hung T. Chang & F.L. Yu; Camellia chinensis (Sims) Kuntze; Camellia thea Link; Camellia viridis Sweet; Thea bohea L.; Thea cantoniensis Lour.; Thea chinensis Sims; Thea cochinchinensis Lour.; Thea sinensis L.; Thea viridis L.; Theaphylla cantonensis (Lour.) Raf.; Theaphylla viridis Raf.,"??, ???? ??, ??????????? ??",,6,12,7,1,,"China, India",Cultivated,"Addictive, Drink",West Bengal (Northern Zone),??? (????). ?? ???
Theaceae,D.Don,Camellia,L.,Camellia sinensis var. assamica (J.W.Mast.) Kitam.,1950,"Camellia assamica (Mast.) H.T.Chang; Camellia dishiensis F.C.Zhang, X.Y.Chen & G.B.Chen; Camellia multisepala Hung T. Chang & Y.J. Tang; Camellia polyneura Hung T. Chang & Y.J. Tang; Camellia scottiana Choisy; Camellia theifera Griff.; Thea assamica J.W. Mast.","???? ??, ???????? ??",,1,8,2,9,,Native,Cultivated,"Addictive, Drink",West Bengal (Northern Zone),??? (????). ?? ???
Bignoniaceae,Juss.,Campsis,Lour.,Campsis grandiflora (Thunb.) K.Schum.,1894,Bignonia chinensis Lam.; Bignonia grandiflora Thunb.; Campsis chinensis (Lam.) Voss; Gelseminum grandiflorum (Thunb.) Kuntze; Incarvillea chinensis Spreng. ex DC.; Incarvillea grandiflora Poir.; Tecoma chinensis (Lam.) K.Koch; Tecoma grandiflora (Thunb.) Loisel.,"???????? ??? (?????, ?????), ?? ????????, ??????, ???????? ??? (????)",,Unknown,Unknown,Unknown,Unknown,,Central America,Cultivated,Ornament,"Bangladesh (Dhak, Jess)",????? (?????). ?? ???
Bignoniaceae,Juss.,Campsis,Lour.,Campsis radicans (L.) Seem.,1867,Bignonia coccinea Steud.; Bignonia florida Salisb.; Bignonia radicans L.; Campsis curtisii Seem.; Campsis radicans (L.) Bureau; Gelseminum radicans (L.) Kuntze; Tecoma radicans (L.) Juss.,"??? ?????????, ??????????, ????????",,6,7,7,8,,United States,Cultivated,Ornament,Bangladesh (All Zones),Motaleb et al. (2013). p 43; ????? (?????). ?? ???
Annonaceae,Juss.,Cananga,(DC.) Hook.f. & Thomson,Cananga odorata (Lam.) Hook.f. & Thomson,1855,Cananga odoratum (Lam.) Baill. ex King; Canangium odoratum (Lam.) Baill. ex King; Fitzgeraldia mitrastigma F.Muell.; Unona cananga Spreng.; Unona odorata (Lam.) Dunal; Unona odorata (Lam.) Baill.; Unona odoratissima Blanco; Uvaria cananga Banks; Uvaria odorata Lam.,"????? ????? (???, ????), ???????? ????? (???, ????), ?????? ?????? (???, ????), ??????? (????), ??????????? (????????)",,5,10,9,11,,Malaysia,Cultivated,Ornament,"Bangladesh (Dhak), West Bengal (All Zones)",??? (????). ?? ???
Burseraceae,Kunth,Canarium,L.,Canarium bengalense Roxb.,1832,No synonyms found,????,,5,11,6,12,,Native,Wild,Unknown,"West Bengal (Darj, Jalp)",??? (????). ?? ???
Burseraceae,Kunth,Canarium,L.,Canarium resiniferum Bruce ex King,1893,No synonyms found,"??? (WCSA, 2012)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Protected BD (2012); Critically Endangered BD,Bangladesh (Dhak),WCSA (2012)
Burseraceae,Kunth,Canarium,L.,Canarium strictum Roxb.,1832,Pimela stricta Blume,"????? ???, ???? ??????",,7,2,8,3,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Fabaceae,Lindl.,Canavalia,Adans.,Canavalia africana Dunn,1922,Canavalia ensiformis var. virosa (Roxb.) Baker; Canavalia ferruginea Piper; Canavalia virosa (Roxb.) Wight & Arn.; Dolichos virosus Roxb.,"????? (Tabassum, 2015), ?????? (???, ????), ??????? (???, ????), ????? ??? (Tabassum, 2015), ????? (???, ????), ???? ??? (Tabassum, 2015), ???????? ??? (Pasha & Uddin, 2013), ?? ??? (Tabassum, 2015)","Jack Bean, Horse
Bean, Sword Bean",10,3,11,4,,Native,Both,"Fodder, Vegetable",Bangladesh (All Zones); West Bengal (All Zones),??? (????). ?? ???; Pasha & Uddin (2013). p 106; Tabassum (2015). p 209
Fabaceae,Lindl.,Canavalia,Adans.,Canavalia cathartica Thouars,1813,Canavalia bouquete Montr.; Canavalia glandifolia Streets; Canavalia microcarpa (DC.) Piper; Canavalia obtusifolia Prain; Canavalia polystachya Schweinf.; Canavalia virosa (Roxb.) Wight & Arn.; Dolichos virosus Roxb.; Lablab microcarpus DC.; Phaseolus virosus (Roxb.) Bojer,"?? ??????? (???, ????), ??????? (Pasha & Uddin, 2013), ?????? (?) (Pasha & Uddin, 2013), ??????? (?) (Pasha & Uddin, 2013)",,8,11,9,12,,Native,Wild,Unknown,Bangladesh; West Bengal (Sunw),??? (????). ?? ???; Pasha & Uddin (2013). p 106
Fabaceae,Lindl.,Canavalia,Adans.,Canavalia ensiformis (L.) DC.,1825,Canavalia ensiformis var. albida DC.; Canavalia ensiformis var. truncata Ricker; Canavalia gladiata var. leucosperma Voigt; Dolichos acinaciformis Jacq.; Dolichos ensiformis L.; Dolichos pugioniformis Rauschert; Dolichos pugioniformis Raeusch.; Malocchia ensiformis (L.) Savi,"??????? (?) (???, ????; Pasha & Uddin, 2013; Tabassum, 2015), ????? (Tabassum, 2015), ???????? (Tabassum, 2015), ?????????? (???, ????), ????? (Tabassum, 2015), ??????? (???, ????), ???????? (???, ????)",,7,10,8,11,,Native,Cultivated,Bean/Pulse; Vegetable,"Bangladesh (Gazi, Piro); West Bengal (All Zones)",??? (????). ?? ???; Pasha & Uddin (2013). p 107; Tabassum (2015). p 209
Fabaceae,Lindl.,Canavalia,Adans.,Canavalia gladiata (Jacq.) DC.,1825,Canavalia enformis var. gladiata (Jacq.) Kuntze; Canavalia ensiformis Baker; Canavalia foureiri G.Don; Canavalia incurva (Thunb.) DC.; Canavalia incurva Thouars; Canavalia loureirii G.Don; Canavalia machaeroides (DC.) Steud.; Dolichos gladiatus Jacq.; Dolichos incurvus Thunb.; Malocchia gladiata (Jacq.) Savi,"??? ??????? (???, ????), ???? ??????? (Pasha & Uddin, 2013), ??? ?????????? (???, ????), ???????? (???, ????), ????? (?) (Pasha & Uddin, 2013), ??????? (?) (Pasha & Uddin, 2013), ??????? (???), ???????? (????), ?????? (??????)",,7,10,8,11,,Native,Cultivated,Bean/Pulse; Vegetable,Bangladesh; West Bengal (All Zones),??? (????). ?? ???; Pasha & Uddin (2013). p 107
Fabaceae,Lindl.,Canavalia,Adans.,Canavalia lineata (Thunb.) DC.,1825,Dolichos lineatus Thunb.; Dolichos lineatus Murray  ,????????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 107
Fabaceae,Lindl.,Canavalia,Adans.,Canavalia rosea (Sw.) DC.,1825,Canavalia emarginata (Jacq.) G.Don; Canavalia maritima Thouars; Canavalia maritimus Thouars; Canavalia miniata (Kunth) DC.; Canavalia obtusifolia (Lam.) DC.; Dolichos emarginatus Jacq.; Dolichos maritimus Aubl.; Dolichos obcordatus Roxb.; Dolichos obtusifolius Lam.; Dolichos roseus Sw.; Dolichos rotundifolius Vahl,"??????? (???, ????), ???????? (Pasha & Uddin, 2013), ??????? (??????)",,All,All,All,All,,Native,Wild,Unknown,Bangladesh (Coxs); West Bengal (S24P),??? (????). ?? ???
Cannaceae,Juss.,Canna,L.,Canna glauca L.,1753,,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,West Bengal (IBG),N.A
Cannaceae,Juss.,Canna,L.,Canna indica L.,1753,Canna coccinea Mill.; Canna discolor Lindl.; Canna ellipticifolia Stokes; Canna heliconiifolia Bouché; Canna lutea Larrañaga; Canna orientalis Roscoe; Canna pallida Roscoe; Canna patens (Aiton) Roscoe; Canna warszewiczii A.Dietr.; Distemon brasiliensis (Roscoe ex Spreng.) Bouché; Distemon grandis Horan.; Xyphostylis lutea (Mill.) Raf.,"?????? (Mollah et al., 2005; Rahman, 2013a; ?????, ?????; Tabassum, 2015), ??????? (Mollah et al., 2005; Rahman, 2013a; ?????, ?????; Tabassum, 2015)",,4,10,5,11,,Central America,Cultivated,Ornament,Bangladesh (All Zones); West Bengal (All Zones),Mollah et al. (2005). p 31; Rahman (2013a). p 107; ????? (?????). ?? ???; Tabassum (2015). p 597
Cannabaceae,Martinov,Cannabis,L.,Cannabis sativa L.,1753,Cannabis americana Pharm. ex Wehmer; Cannabis chinensis Delile; Cannabis erratica Siev.; Cannabis gigantea Crevost; Cannabis indica Lam.; Cannabis intersita Soják; Cannabis lupulus Scop.; Cannabis macrosperma Stokes; Cannabis ruderalis Janisch.,"???????? (??????) (?????, ?????), ????? (Tabassum, 2015), ??? (Tabassum, 2015), ??? (Tabassum, 2015), ?????? (Tabassum, 2015), ????? (Tabassum, 2015)","Hemp, Indian
Hemp, Marijuana",All,All,All,All,,Native,Wild,"Addictive, Medicine","Bangladesh (Dhak, Gazi, Khul)",????? (?????). ?? ??; Tabassum (2015). p 53
Gentianaceae,Juss.,Canscora,Lam.,Canscora alata (Roth) Wall. ,1831,Canscora decussata (Roxb.) Schult. & Schult.f.; Cobamba blancoi Blanco; Exacum alatum Roth; Pladera decussata Roxb.,???????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Gazi),Tabassum (2015). p 331
Rubiaceae,Juss.,Canthium,Lam.,Canthium glabrum Blume,1823,Canthium carinatum Pierre ex Pit.; Canthium glabrum var. pedunculatum Pit.; Canthium glabrum var. puberulum Miq.; Plectronia glabra (Blume) Benth. & Hook.f. ex Kurz; Plectronia glabra (Blume) Koord. & Valeton,???? ?????,,7,3,8,4,,Native,Wild,Unknown,West Bengal (Jalp),??? ? ????? (????). ?? ???
Rubiaceae,Juss.,Canthium,Lam.,Canthium parvifolium Roxb.,1824,,"?????? (Tabassum, 2015)",,7,12,8,1,,Unknown,Wild,Unknown,Bangladesh (Gazi),Tabassum (2015). p 424
Capparaceae,Juss.,Capparis,L.,Capparis acutifolia subsp. viminea M.Jacobs,1965,Capparis membranifolia Kurz; Capparis viminea Hook.f. & Thomson; Capparis viminea var. ferruginea B.S.Sun,"????????, ?????",,4,6,4,6,,Native,Wild,Unknown,"West Bengal (Darj, Jalp)",??? (????). ?? ???
Capparaceae,Juss.,Capparis,L.,Capparis brevispina DC.,1824,Capparis brevispina Wight & Arn.; Capparis wallichiana Wight & Arn.,"???????? (????????), ???????? (????????), ?????? (????????)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Cultivated,Ornament,Bangladesh (Dhak),Hasan Mehedi (2 Apr 18)
Capparaceae,Juss.,Capparis,L.,Capparis cantoniensis Lour.,1790,Capparis ambigua Kurz; Capparis celebica Miq.; Capparis gomeziana Steud.; Capparis hasseltiana Miq.; Capparis punctata Wall.; Capparis salaccensis Blume; Cudrania bodinieri H.Lév.; Olofuton racemosum Raf.; Vanieria bodinieri (H. Lév.) Chun,"??? ????????, ????? ????? ?????",,2,4,11,12,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Capparaceae,Juss.,Capparis,L.,Capparis multiflora Hook.f. & Thomson,1872,No synonyms found,"??? ????????, ??? ?????",,3,5,12,3,,Native,Wild,Unknown,"West Bengal (Darj, Jalp)",??? (????). ?? ???
Capparaceae,Juss.,Capparis,L.,Capparis olacifolia Hook.f. & Thomson,1872,No synonyms found,"????? ????????, ????? ?????",,3,5,1,3,,Native,Wild,Unknown,"West Bengal (Darj, Jalp)",??? (????). ?? ???
Capparaceae,Juss.,Capparis,L.,Capparis sepiaria L. ,1759,Capparis affinis Merr.; Capparis emarginata C.Presl; Capparis flexicaulis Hance; Capparis glauca Wall. ex Hook.f. & Thomson; Capparis incanescens DC.; Capparis retusella Thwaites; Capparis trichopetala Valeton; Capparis umbellata R.Br. ex DC.,"????????? (??????) (?????, ?????), ?????????? (???, ????), ????? ???????? (???, ????)",,3,5,4,6,,Native,Wild,Unknown,West Bengal (All Zones),??? (????). ?? ???; ????? (?????). ?? ??
Capparaceae,Juss.,Capparis,L.,Capparis sikkimensis Kurz,1874,Capparis cathcarti Hemsl. ex Gamble,"????? ????????, ????? ?????",,6,10,8,11,,Native,Wild,Unknown,West Bengal (Jalp),??? (????). ?? ???
Capparaceae,Juss.,Capparis,L.,Capparis spinosa L.,1753,Blumea grandiflora Zipp. ex Span.; Capparis aculeata Steud.; Capparis microphylla Ledeb.; Capparis murrayi Stewart ex Dalz.; Capparis ovalis Risso; Capparis ovata Desf.; Capparis ovata M.Bieb.; Capparis peduncularis C.Presl; Capparis sativa Pers.,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Sunm),N.A
Capparaceae,Juss.,Capparis,L.,Capparis tenera Dalzell,1850,Capparis disticha Kurz; Capparis oxyphylla Wall.; Capparis tetrasperma Thwaites,"?????? ????????, ?????? ??????",,3,6,6,7,,Native,Wild,Unknown,West Bengal (Darj,??? (????). ?? ???
Capparaceae,Juss.,Capparis,L.,Capparis zeylanica L.,1762,Capparis aeylanica Roxb.; Capparis aurantioides C.Presl; Capparis crassifolia Kurz; Capparis dealbata DC.; Capparis erythrodasys Miq.; Capparis horrida L.f.; Capparis latifolia Craib; Capparis polymorpha Kurz; Capparis quadriflora DC.; Capparis rufescens Turcz.; Capparis terniflora DC.,"????????, ????????, ????????, ????????, ????????, ??????, ???????, ???? ????","Ceylon Caper, Indian Caper",2,10,3,11,,Native,Wild,"Fruit, Medicine",Bangladesh (Gazi); West Bengal (All Zones),??? (????). ?? ???; Tabassum (2015). p 157
Brassicaceae,Burnett,Capsella,Medik.,Capsella bursa-pastoris (L.) Medik,1792,"Bursa bursa-pastoris (L.) Shafer; Bursa bursa-pastoris (L.) Britton; Bursa occidentalis Shull; Capsella bursa Raf.; Capsella pastoris Rupr.; Iberis bursa-pastoris (L.) Crantz; Lepidium bursa-pastoris (L.) Willd.; Nasturtium bursa-pastoris Roth; Opizia bursoides Raf.; Rodschiedia bursa-pastoris P.Gaertn., B.Mey. & Scherb.; Thlaspi bursa-pastoris L.; ","????????? ??????? (???, ????)",,4,9,5,10,,Mediterranean region,Cultivated,Ornament,West Bengal (Darj),??? (????). ?? ???
Solanaceae,Juss.,Capsicum,L.,Capsicum annuum L.,1753,Capsicum abyssinicum A.Rich.; Capsicum angulosum Mill.; Capsicum cerasiforme Willd.; Capsicum frutescens L.; Capsicum longum DC.; Capsicum purpureum Roxb.; Capsicum violaceum Desf.; Piper indicum Garsault,"????, ?????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Cultivated,Spice,Bangladesh (All Zones),"Rahman (2013a). p 107;  Tabassum (2015). p 347, 348"
Rhizophoraceae,R.Br.,Carallia,Roxb.,Carallia brachiata (Lour.) Merr.,1919,Barraldeia madagascariensis Spreng.; Barraldeia madagascariensis DC.; Carallia calycina Benth.; Carallia integerrima DC.; Carallia lucida Roxb.; Carallia madagascariensis (DC.) Tul.; Demidofia nodosa Dennst.; Diatoma brachiata Lour.; Eugenia cupulifera H.Perrier; Petalotoma brachiata (Lour.) DC.; Symmetria obovata Blume,"?????? (Tabassum, 2015), ??????? (Tabassum, 2015), ????? (??? ? ????????, ????), ??????? (??? ? ????????, ????)",,12,3,1,4,,Native,Wild,Medicine; Timber,"Bangladesh (AERE, Dhak, Gazi); West Bengal (Darj, Jalp)",??? ? ???????? (????). ?? ???; Tabassum (2015). p 262
Rubiaceae,Juss.,Carapichea,Aubl.,Carapichea ipecacuanha (Brot.) L.Andersson,2002,Callicocca ipecacuanha Brot.; Cephaelis ipecacuanha (Brot.) A.Rich.; Evea ipecacuanha (Brot.) W.Wight; Ipecacuanha fusca Raf.; Ipecacuanha officinalis Arruda; Ipecacuanha preta Arruda; Psychotria ipecacuanha (Brot.) Standl.; Psychotria ipecacuanha (Brot.) Stokes; Uragoga ipecacuanha (Brot.) Baill.,"?????? (??? ? ?????, ????), ???????????? (??? ? ?????, ????)",,Unknown,Unknown,Unknown,Unknown,,Brazil,Cultivated,Medicine,"West Bengal (Darj, Jalp)",??? ? ????? (????). ?? ???
Brassicaceae,Burnett,Cardamine,L.,Cardamine flexuosa With.,1796,Barbarea arisanensis (Hayata) S.S.Ying; Cardamine hamiltonii G.Don; Cardamine muscosa Vahl ex DC.; Cardamine nasturtioides D.Don; Nasturtium obliquum Zoll.; Pteroneurum decurrens Blume,"???? ????????? (???, ????)",,3,5,4,6,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Brassicaceae,Burnett,Cardamine,L.,Cardamine hirsuta L.,1753,Arabis heterophylla G.Forst. ex DC.; Cardamine fagetina Schur; Cardamine multicaulis Hoppe ex Schur; Cardamine simensis Hochst. ex Oliv.; Cardamine tenella E.D.Clarke; Crucifera cardamine E.H.L.Krause; Ghinia hirsuta (L.) Bubani,"?????? ????????? (???, ????)",,3,5,4,9,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Brassicaceae,Burnett,Cardamine,L.,Cardamine impatiens L.,1753,Cardamine apetala Moench; Cardamine brachycarpa Opiz; Cardamine dasycarpa M.Bieb.; Cardamine glaphyropoda O.E.Schulz; Cardamine nakaiana H.Lév.; Cardamine saxatilis Salisb.; Cardamine senanensis Franch. & Sav.; Crucifera impatiens E.H.L.Krause; Ghinia impatiens Bubani,"?? ????????? (???, ????)",,5,7,5,7,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Brassicaceae,Burnett,Cardamine,L.,Cardamine trifoliolata Hook.f. & Thomson,1861,Cardamine flexuosoides W.T.Wang; Cardamine flexuosoides var. glabricaulis W.T.Wang; Loxostemon smithii var. wenchuanensis Y.Z. Lan & T.Y. Cheo,"?????? ????????? (???, ????)",,6,9,7,10,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Cardiopteridaceae,Blume,Cardiopteris,Benth.,Cardiopteris quinqueloba (Hassk.) Hassk.,1855,Cardiopteris hamulosa Griff.; Cardiopteris javanica Blume; Cardiopteris lobata Wall. ex Benn. & R.Br.; Cardiopteris platycarpa Gagnep.; Cardiopteris rumphii Baill.; Cardiopteris subhamata Wall. ex Baill.; Peripterygium platycarpum (Gagnep.) Sleumer; Peripterygium quinquelobum Hassk.; Sioja sanguinaria Buch.-Ham. ex Wall.,???? ?????,,9,11,10,12,,Native,Wild,Unknown,"West Bengal (Darj, Jalp)",??? (????). ?? ???
Sapindaceae,Juss.,Cardiospermum,L.,Cardiospermum halicacabum L.,1753,Cardiospermum acuminatum Miq.; Cardiospermum corycodes Kunze; Cardiospermum inflatum Salisb.; Cardiospermum luridum Blume; Cardiospermum moniliferum Sw. ex Steud.; Cardiospermum truncatum A.Rich.; Corindum halicacabum (L.) Medik.; Physalis corymbosa Noronha; Physalis halicacabum Noronha,"????????, ????????, ????-?????, ?????, ??????",,All,All,All,All,,Native,Wild,Unknown,"Bangladesh (Gazi, Sunm); West Bengal (All Zones)",??? (????). ?? ???; Tabassum (2015). p 302
Lecythidaceae,A.Rich.,Careya,Roxb.,Careya arborea Roxb.,1819,Barringtonia arborea (Roxb.) F.Muell.; Careya orbiculata Miers; Careya sphaerica Roxb.; Careya venenata Oken; Cumbia coneanae Buch.-Ham.,"?????? (??? ? ????????, ????; ?????, ?????), ?????? (??? ? ????????, ????; WCSA, 2012), ????? (?????, ?????), ???????? (Rahman, 2013a), ??????????? (Rahman, 2013a), ???????? (Tabassum, 2015), ?????? ???? (????)","Slow-match Tree, Wild Guava",4,7,5,8,,Native,Wild,"Bidi Wrapping, Medicine, Protected BD (2012), Timber",Bangladesh (All Zones); West Bengal (All Zones),??? ? ???????? (????). ?? ???; Rahman (2013a). p 107; ????? (?????). ?? ??; Tabassum (2015). p 138; WCSA (2012)
Lecythidaceae,A.Rich.,Careya,Roxb.,Careya herbacea Roxb.,1819,No synonyms found,"????????? (??? ? ????????, ????)",,12,4,1,5,,Native,Wild,Medicine,"West Bengal (Darj, Jalp)",??? ? ???????? (????). ?? ???
Caricaceae,Dumort.,Carica,L.,Carica papaya L.,1753,Carica citriformis J.Jacq. ex Spreng.; Carica peltata Hook. & Arn.; Carica posopora L.; Carica sativa Tussac; Papaya carica Gaertn.; Papaya citriformis (Jacq.) A. DC.; Papaya edulis Bojer; Papaya peltata (Hook. & Arn.) Kuntze; Papaya sativa Tuss.; Vasconcellea peltata (Hook. & Arn.) A. DC.  ,"????? (??? ? ????????, ????; Rahman, 2013a; Tabassum, 2015), ????? (??? ? ????????, ????), ??????????",Papaya,6,4,7,5,,Central America,Cultivated,Fruit; Medicine; Vegetable,Bangladesh (All Zones); West Bengal (All Zones),??? ? ???????? (????). ?? ???; Rahman (2013a). p 107; Tabassum (2015). p 143
Apocynaceae,Juss.,Carissa,L.,Carissa carandas L.,1767,Arduina carandas (L.) Baill.; Arduina carandas (L.) K. Schum.; Capparis carandas (L.) Burm.f.; Carissa carandus L.; Carissa salicina Lam.; Echites spinosus Burm.f.; Jasminonerium carandas (L.) Kuntze; Jasminonerium salicinum (Lam.) Kuntze,?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,"Bangladesh (Gazi, Rajs)",Rahman (2013a). p 107; Tabassum (2015). p 335
Carlemanniaceae,Airy Shaw,Carlemannia,Benth.,Carlemannia congesta Hook.f.,1881,No synonyms found,???? ?????,,7,9,8,10,,Native,Wild,Unknown,West Bengal (Darj),??? ? ????? (????). ?? ???
Carlemanniaceae,Airy Shaw,Carlemannia,Benth.,Carlemannia griffithii Benth.,1853,No synonyms found,???? ?????,,7,9,8,10,,Native,Wild,Unknown,West Bengal (Darj),??? ? ????? (????). ?? ???
Asteraceae,Bercht. & J.Presl,Carpesium,L.,Carpesium abrotanoides L.,1753,Amphirhapis wightiana Hook.f.; Carpesium abrotanoides var. abrotanoides; Carpesium racemosum Wall.; Carpesium thunbergianum Siebold & Zucc.; Carpesium wulfenianum Schreb. ex DC.; Carpesium wulfenianum Bertol.,???? ?????,,10,11,11,12,,Native,Wild,Medicine,West Bengal (Darj),??? ? ????? (????). ?? ???
Asteraceae,Bercht. & J.Presl,Carpesium,L.,Carpesium nepalense Less. ,1831,Carpesium acutum Hayata; Carpesium cernuum var. nepalense (Less.) C.B.Clarke; Carpesium nepalense var. nepalense; Carpesium pubescens Wall.,???? ?????,,7,10,8,11,,Native,Wild,Medicine,West Bengal (Darj),??? ? ????? (????). ?? ???
Asteraceae,Bercht. & J.Presl,Carpesium,L.,Carpesium trachelifolium Less. ,1831,Carpesium cernuum var. trachelifolium (Less.) C.B. Clarke,???? ?????,,7,9,8,10,,Native,Wild,Unknown,West Bengal (Darj),??? ? ????? (????). ?? ???
Asteraceae,Bercht. & J.Presl,Carthamus,L.,Carthamus tinctorius L.,1753,Calcitrapa tinctoria Roehl.; Calcitrapa tinctoria Röhl.; Carduus tinctorius Ehrh.; Carduus tinctorius (L.) Falk; Carthamus glaber Burm.f.; Centaurea carthamus E.H.L.Krause,"????? (??? ? ?????, ????), ???????? (??? ? ?????, ????), ???????????? (??? ? ?????, ????)",,2,4,3,5,,Native,Cultivated,"Dye, Edible Oil, Medicine, Vegetable",West Bengal (All Zones),??? ? ????? (????). ?? ???
